vendor_id,quarter,arr_m,headcount,growth
V0263,2025Q1,15.587007,48,0.060168
V0263,2025Q2,16.090594,47,0.032308
V0263,2025Q3,16.409063,47,0.019792
V0263,2025Q4,16.796896,47,0.023635
V0264,2023Q1,24.027371,102,-0.002273
V0264,2023Q2,23.644935,106,-0.015917
V0264,2023Q3,24.963350,110,0.055759
V0264,2023Q4,26.567824,115,0.064273
V0264,2024Q1,28.283244,119,0.064568
V0264,2024Q2,29.977030,135,0.059887
V0264,2024Q3,32.602481,153,0.087582
V0264,2024Q4,36.582407,173,0.122074
V0264,2025Q1,41.058742,195,0.122363
V0264,2025Q2,45.469080,221,0.107415
V0264,2025Q3,52.034457,250,0.144392
V0264,2025Q4,59.962456,283,0.152361
V0265,2023Q1,7.957638,28,0.032782
V0265,2023Q2,8.048316,29,0.011395
V0265,2023Q3,8.523114,30,0.058993
V0265,2023Q4,9.045511,31,0.061292
V0265,2024Q1,9.458461,32,0.045652
V0265,2024Q2,9.963963,33,0.053444
V0265,2024Q3,10.673630,34,0.071223
V0265,2024Q4,11.508856,35,0.078251
V0265,2025Q1,12.328316,36,0.071203
V0265,2025Q2,13.204176,36,0.071045
V0265,2025Q3,13.272307,33,0.005160
V0265,2025Q4,12.450146,30,-0.061946
V0266,2023Q1,35.506435,112,0.189924
V0266,2023Q2,42.530143,131,0.197815
V0266,2023Q3,51.226182,154,0.204468
V0266,2023Q4,58.315453,181,0.138392
V0266,2024Q1,65.321917,213,0.120148
V0266,2024Q2,75.438024,250,0.154865
V0266,2024Q3,86.538205,294,0.147143
V0266,2024Q4,101.289824,294,0.170464
V0266,2025Q1,112.269891,289,0.108402
V0266,2025Q2,112.369155,284,0.000884
V0266,2025Q3,110.344720,280,-0.018016
V0266,2025Q4,106.171220,275,-0.037822
V0267,2023Q1,11.124285,70,0.019159
V0267,2023Q2,11.026157,73,-0.008821
V0267,2023Q3,11.930827,76,0.082048
V0267,2023Q4,12.595675,79,0.055725
V0267,2024Q1,13.162157,82,0.044974
V0267,2024Q2,13.218754,86,0.004300
V0267,2024Q3,13.262214,89,0.003288
V0267,2024Q4,13.532272,110,0.020363
V0267,2025Q1,14.932210,137,0.103452
V0267,2025Q2,18.682161,169,0.251132
V0267,2025Q3,22.961614,209,0.229066
V0267,2025Q4,28.546909,258,0.243245
V0268,2023Q1,4.425773,18,0.059711
V0268,2023Q2,4.708897,19,0.063972
V0268,2023Q3,4.852577,21,0.030513
V0268,2023Q4,5.017587,22,0.034005
V0268,2024Q1,5.138785,24,0.024155
V0268,2024Q2,5.453941,25,0.061329
V0268,2024Q3,5.794430,27,0.062430
V0268,2024Q4,6.370261,29,0.099377
V0268,2025Q1,6.937679,31,0.089073
V0268,2025Q2,7.607123,33,0.096494
V0268,2025Q3,8.324901,36,0.094356
V0268,2025Q4,9.048310,38,0.086897
V0269,2023Q1,4.743589,16,0.021048
V0269,2023Q2,4.670353,17,-0.015439
V0269,2023Q3,4.634390,17,-0.007700
V0269,2023Q4,4.566474,20,-0.014655
V0269,2024Q1,4.893084,23,0.071523
V0269,2024Q2,5.754322,26,0.176011
V0269,2024Q3,6.879324,30,0.195506
V0269,2024Q4,8.384175,34,0.218750
V0269,2025Q1,9.825944,40,0.171963
V0269,2025Q2,11.034694,45,0.123016
V0269,2025Q3,12.337577,52,0.118072
V0269,2025Q4,14.107252,60,0.143438
V0270,2023Q1,18.878560,61,0.122680
V0270,2023Q2,20.706322,67,0.096817
V0270,2023Q3,22.756188,74,0.098997
V0270,2023Q4,24.663263,82,0.083805
V0270,2024Q1,27.896568,82,0.131098
V0270,2024Q2,31.285101,81,0.121468
V0270,2024Q3,31.255578,80,-0.000944
V0270,2024Q4,30.595186,80,-0.021129
V0270,2025Q1,30.260781,79,-0.010930
V0270,2025Q2,30.441193,79,0.005962
V0270,2025Q3,30.716416,78,0.009041
V0270,2025Q4,31.189838,77,0.015413
V0271,2023Q1,8.411673,41,0.071846
V0271,2023Q2,9.248149,43,0.099442
V0271,2023Q3,9.972217,44,0.078293
V0271,2023Q4,10.515177,46,0.054447
V0271,2024Q1,11.050544,49,0.050914
V0271,2024Q2,12.123386,51,0.097085
V0271,2024Q3,13.232045,53,0.091448
V0271,2024Q4,14.371683,55,0.086127
V0271,2025Q1,15.760840,58,0.096659
V0271,2025Q2,17.332087,61,0.099693
V0271,2025Q3,19.492023,63,0.124621
V0271,2025Q4,20.883306,66,0.071377
V0272,2023Q1,8.376941,35,0.004587
V0272,2023Q2,8.179729,36,-0.023542
V0272,2023Q3,8.101476,36,-0.009567
V0272,2023Q4,8.009560,36,-0.011346
V0272,2024Q1,8.008653,36,-0.000113
V0272,2024Q2,7.923968,32,-0.010574
V0272,2024Q3,7.243578,29,-0.085865
V0272,2024Q4,6.368807,25,-0.120765
V0272,2025Q1,5.540230,22,-0.130099
V0272,2025Q2,4.902085,20,-0.115184
V0272,2025Q3,4.470114,18,-0.088120
V0272,2025Q4,4.024658,16,-0.099652
V0273,2023Q1,8.005734,33,0.093481
V0273,2023Q2,8.672407,36,0.083274
V0273,2023Q3,9.528443,40,0.098708
V0273,2023Q4,10.448213,44,0.096529
V0273,2024Q1,11.312463,49,0.082718
V0273,2024Q2,12.119666,49,0.071355
V0273,2024Q3,12.845179,49,0.059862
V0273,2024Q4,12.680044,49,-0.012856
V0273,2025Q1,12.940250,49,0.020521
V0273,2025Q2,13.155985,49,0.016672
V0273,2025Q3,13.234520,49,0.005970
V0273,2025Q4,13.565242,50,0.024989
V0274,2023Q1,6.592883,28,0.064638
V0274,2023Q2,6.880139,30,0.043571
V0274,2023Q3,7.069032,31,0.027455
V0274,2023Q4,7.074038,33,0.000708
V0274,2024Q1,7.261238,34,0.026463
V0274,2024Q2,7.613024,36,0.048447
V0274,2024Q3,7.767950,38,0.020350
V0274,2024Q4,8.328114,38,0.072112
V0274,2025Q1,8.403656,34,0.009071
V0274,2025Q2,7.368746,30,-0.123150
V0274,2025Q3,6.826892,27,-0.073534
V0274,2025Q4,6.159225,24,-0.097800
V0275,2023Q1,12.088071,77,0.184203
V0275,2023Q2,14.097247,88,0.166212
V0275,2023Q3,16.256376,100,0.153160
V0275,2023Q4,18.749650,114,0.153372
V0275,2024Q1,21.052800,130,0.122837
V0275,2024Q2,24.225594,148,0.150707
V0275,2024Q3,27.969707,169,0.154552
V0275,2024Q4,32.277039,192,0.154000
V0275,2025Q1,36.642874,219,0.135261
V0275,2025Q2,40.803432,219,0.113543
V0275,2025Q3,44.325193,218,0.086310
V0275,2025Q4,44.781056,217,0.010285
V0276,2023Q1,9.088213,55,0.091490
V0276,2023Q2,9.843278,60,0.083082
V0276,2023Q3,10.871562,66,0.104466
V0276,2023Q4,12.289035,72,0.130384
V0276,2024Q1,13.642263,79,0.110117
V0276,2024Q2,14.808544,86,0.085490
V0276,2024Q3,16.908313,94,0.141794
V0276,2024Q4,18.376181,103,0.086813
V0276,2025Q1,20.155288,113,0.096816
V0276,2025Q2,22.056802,124,0.094343
V0276,2025Q3,24.755225,136,0.122340
V0276,2025Q4,27.388781,149,0.106384
V0277,2023Q1,4.821320,27,0.141705
V0277,2023Q2,5.440979,31,0.128525
V0277,2023Q3,6.115925,36,0.124049
V0277,2023Q4,6.734482,36,0.101139
V0277,2024Q1,7.022184,36,0.042721
V0277,2024Q2,6.728497,35,-0.041823
V0277,2024Q3,6.481516,35,-0.036707
V0277,2024Q4,6.333500,35,-0.022837
V0277,2025Q1,6.097287,35,-0.037296
V0277,2025Q2,6.170987,35,0.012087
V0277,2025Q3,5.975599,35,-0.031662
V0277,2025Q4,5.979244,35,0.000610
V0278,2023Q1,0.323387,2,0.077956
V0278,2023Q2,0.352679,2,0.090580
V0278,2023Q3,0.367208,2,0.041196
V0278,2023Q4,0.385968,2,0.051087
V0278,2024Q1,0.410855,2,0.064481
V0278,2024Q2,0.441645,3,0.074941
V0278,2024Q3,0.473173,3,0.071388
V0278,2024Q4,0.495551,3,0.047293
V0278,2025Q1,0.532041,3,0.073636
V0278,2025Q2,0.562790,3,0.057794
V0278,2025Q3,0.586595,3,0.042297
V0278,2025Q4,0.615022,3,0.048461
V0279,2023Q1,14.467623,146,0.102638
V0279,2023Q2,16.727381,161,0.156194
V0279,2023Q3,18.993400,176,0.135468
V0279,2023Q4,21.276135,194,0.120186
V0279,2024Q1,23.438670,213,0.101641
V0279,2024Q2,25.989873,216,0.108846
V0279,2024Q3,27.357575,219,0.052624
V0279,2024Q4,27.804385,222,0.016332
V0279,2025Q1,28.417773,225,0.022061
V0279,2025Q2,29.020292,228,0.021202
V0279,2025Q3,29.854543,231,0.028747
V0279,2025Q4,30.412159,235,0.018678
V0280,2023Q1,17.138997,66,0.012610
V0280,2023Q2,17.677208,66,0.031403
V0280,2023Q3,18.012125,67,0.018946
V0280,2023Q4,18.784889,68,0.042902
V0280,2024Q1,19.276064,69,0.026147
V0280,2024Q2,20.168236,69,0.046284
V0280,2024Q3,20.881592,70,0.035370
V0280,2024Q4,21.384084,71,0.024064
V0280,2025Q1,21.349974,71,-0.001595
V0280,2025Q2,21.220525,66,-0.006063
V0280,2025Q3,20.122197,62,-0.051758
V0280,2025Q4,19.000513,58,-0.055744
V0281,2023Q1,3.524163,22,0.047605
V0281,2023Q2,3.623483,23,0.028182
V0281,2023Q3,3.671176,24,0.013162
V0281,2023Q4,3.828056,25,0.042733
V0281,2024Q1,4.012916,26,0.048291
V0281,2024Q2,4.328245,27,0.078579
V0281,2024Q3,4.777496,28,0.103795
V0281,2024Q4,5.217554,29,0.092111
V0281,2025Q1,5.647508,31,0.082405
V0281,2025Q2,6.077040,32,0.076057
V0281,2025Q3,6.462395,34,0.063412
V0281,2025Q4,6.732841,35,0.041849
V0282,2023Q1,5.615617,28,0.071996
V0282,2023Q2,6.048056,30,0.077007
V0282,2023Q3,6.460197,32,0.068144
V0282,2023Q4,6.884515,33,0.065682
V0282,2024Q1,7.447066,35,0.081713
V0282,2024Q2,8.107079,37,0.088627
V0282,2024Q3,8.733216,39,0.077233
V0282,2024Q4,9.278958,41,0.062490
V0282,2025Q1,9.952087,44,0.072544
V0282,2025Q2,10.764667,46,0.081649
V0282,2025Q3,12.003777,49,0.115109
V0282,2025Q4,12.818443,51,0.067867
V0283,2023Q1,0.749319,4,0.029421
V0283,2023Q2,0.771735,4,0.029915
V0283,2023Q3,0.839376,5,0.087648
V0283,2023Q4,0.889605,5,0.059841
V0283,2024Q1,0.935750,5,0.051871
V0283,2024Q2,0.971883,5,0.038614
V0283,2024Q3,1.031672,5,0.061519
V0283,2024Q4,1.079796,6,0.046646
V0283,2025Q1,1.094523,6,0.013639
V0283,2025Q2,1.131964,6,0.034207
V0283,2025Q3,1.198241,7,0.058550
V0283,2025Q4,1.262013,7,0.053221
V0284,2023Q1,10.677498,59,0.007779
V0284,2023Q2,10.871879,61,0.018205
V0284,2023Q3,10.871647,63,-0.000021
V0284,2023Q4,10.926876,64,0.005080
V0284,2024Q1,10.886859,66,-0.003662
V0284,2024Q2,10.967763,68,0.007431
V0284,2024Q3,11.341962,69,0.034118
V0284,2024Q4,11.686693,71,0.030394
V0284,2025Q1,12.300422,83,0.052515
V0284,2025Q2,13.488100,98,0.096556
V0284,2025Q3,15.936869,114,0.181550
V0284,2025Q4,18.475342,134,0.159283
V0285,2023Q1,33.490429,142,-0.006927
V0285,2023Q2,32.779678,145,-0.021223
V0285,2023Q3,32.210409,147,-0.017367
V0285,2023Q4,31.170229,147,-0.032293
V0285,2024Q1,29.833598,133,-0.042882
V0285,2024Q2,26.081232,120,-0.125777
V0285,2024Q3,22.921308,108,-0.121157
V0285,2024Q4,20.705772,97,-0.096658
V0285,2025Q1,17.754658,87,-0.142526
V0285,2025Q2,15.532370,79,-0.125166
V0285,2025Q3,13.915567,71,-0.104093
V0285,2025Q4,12.803706,64,-0.079901
V0286,2023Q1,3.759079,21,0.047702
V0286,2023Q2,3.975513,21,0.057576
V0286,2023Q3,4.329216,22,0.088970
V0286,2023Q4,4.776818,22,0.103391
V0286,2024Q1,5.073787,23,0.062169
V0286,2024Q2,5.449089,24,0.073969
V0286,2024Q3,5.754368,27,0.056024
V0286,2024Q4,6.078127,30,0.056263
V0286,2025Q1,6.950238,34,0.143483
V0286,2025Q2,8.097033,39,0.165001
V0286,2025Q3,8.911710,44,0.100614
V0286,2025Q4,10.195563,49,0.144064
V0287,2023Q1,14.139897,59,0.057259
V0287,2023Q2,14.969188,64,0.058649
V0287,2023Q3,16.607215,70,0.109427
V0287,2023Q4,18.378050,77,0.106630
V0287,2024Q1,20.279643,84,0.103471
V0287,2024Q2,22.865040,92,0.127487
V0287,2024Q3,25.242206,100,0.103965
V0287,2024Q4,28.826547,109,0.141998
V0287,2025Q1,31.659913,120,0.098290
V0287,2025Q2,34.313888,131,0.083828
V0287,2025Q3,36.599232,143,0.066601
V0287,2025Q4,39.942793,156,0.091356
V0288,2023Q1,0.805724,4,0.135018
V0288,2023Q2,0.926065,5,0.149358
V0288,2023Q3,1.071209,6,0.156732
V0288,2023Q4,1.217136,6,0.136226
V0288,2024Q1,1.354075,7,0.112510
V0288,2024Q2,1.483548,8,0.095617
V0288,2024Q3,1.665491,8,0.122641
V0288,2024Q4,1.782630,8,0.070333
V0288,2025Q1,1.739562,8,-0.024160
V0288,2025Q2,1.688675,8,-0.029253
V0288,2025Q3,1.656463,8,-0.019075
V0288,2025Q4,1.648457,8,-0.004834
V0289,2023Q1,2.646283,22,0.155480
V0289,2023Q2,2.921899,25,0.104152
V0289,2023Q3,3.265362,28,0.117548
V0289,2023Q4,3.762067,33,0.152113
V0289,2024Q1,4.339464,37,0.153479
V0289,2024Q2,5.090423,43,0.173054
V0289,2024Q3,5.907608,43,0.160534
V0289,2024Q4,6.606957,43,0.118381
V0289,2025Q1,6.725134,44,0.017887
V0289,2025Q2,6.748622,44,0.003493
V0289,2025Q3,6.835176,44,0.012825
V0289,2025Q4,7.037530,45,0.029605
V0290,2023Q1,3.609426,32,0.081751
V0290,2023Q2,3.778073,35,0.046724
V0290,2023Q3,3.978102,38,0.052945
V0290,2023Q4,4.172214,42,0.048795
V0290,2024Q1,4.435469,46,0.063097
V0290,2024Q2,4.763477,51,0.073951
V0290,2024Q3,5.263672,56,0.105006
V0290,2024Q4,5.927548,62,0.126124
V0290,2025Q1,6.490042,68,0.094895
V0290,2025Q2,7.045517,75,0.085589
V0290,2025Q3,7.776891,82,0.103807
V0290,2025Q4,8.452953,90,0.086932
V0291,2023Q1,15.414713,109,0.058950
V0291,2023Q2,16.835118,119,0.092146
V0291,2023Q3,18.504619,131,0.099168
V0291,2023Q4,19.941400,144,0.077644
V0291,2024Q1,21.127241,158,0.059466
V0291,2024Q2,22.303518,174,0.055676
V0291,2024Q3,24.188631,191,0.084521
V0291,2024Q4,26.125048,209,0.080055
V0291,2025Q1,27.764698,230,0.062762
V0291,2025Q2,29.775239,253,0.072414
V0291,2025Q3,32.797844,277,0.101514
V0291,2025Q4,36.869603,305,0.124147
V0292,2023Q1,4.786456,19,0.168144
V0292,2023Q2,5.640385,22,0.178405
V0292,2023Q3,6.667040,25,0.182019
V0292,2023Q4,7.681190,29,0.152114
V0292,2024Q1,8.770544,34,0.141821
V0292,2024Q2,10.032122,40,0.143843
V0292,2024Q3,11.709142,40,0.167165
V0292,2024Q4,12.844262,39,0.096943
V0292,2025Q1,12.471660,39,-0.029009
V0292,2025Q2,12.491787,39,0.001614
V0292,2025Q3,12.815238,38,0.025893
V0292,2025Q4,12.683397,38,-0.010288
V0293,2023Q1,15.244162,89,0.100940
V0293,2023Q2,16.474043,96,0.080679
V0293,2023Q3,18.079599,104,0.097460
V0293,2023Q4,19.131610,112,0.058188
V0293,2024Q1,20.336642,121,0.062986
V0293,2024Q2,22.030187,130,0.083276
V0293,2024Q3,24.481295,140,0.111261
V0293,2024Q4,27.257483,151,0.113400
V0293,2025Q1,28.947806,163,0.062013
V0293,2025Q2,30.048873,176,0.038036
V0293,2025Q3,31.239713,190,0.039630
V0293,2025Q4,33.584062,204,0.075044
V0294,2023Q1,3.213209,16,0.082748
V0294,2023Q2,3.487643,17,0.085408
V0294,2023Q3,3.700240,18,0.060957
V0294,2023Q4,3.895250,19,0.052702
V0294,2024Q1,4.043664,20,0.038101
V0294,2024Q2,4.310274,21,0.065933
V0294,2024Q3,4.470396,23,0.037149
V0294,2024Q4,4.692823,24,0.049756
V0294,2025Q1,4.973425,26,0.059794
V0294,2025Q2,5.395704,27,0.084907
V0294,2025Q3,5.701962,29,0.056760
V0294,2025Q4,6.080682,31,0.066419
V0295,2023Q1,14.340371,53,0.071978
V0295,2023Q2,15.110817,55,0.053726
V0295,2023Q3,15.801984,58,0.045740
V0295,2023Q4,16.253978,61,0.028604
V0295,2024Q1,16.693765,64,0.027057
V0295,2024Q2,17.118840,68,0.025463
V0295,2024Q3,17.554110,71,0.025426
V0295,2024Q4,18.633340,75,0.061480
V0295,2025Q1,19.299538,79,0.035753
V0295,2025Q2,20.225519,83,0.047979
V0295,2025Q3,21.564449,87,0.066200
V0295,2025Q4,22.322476,92,0.035152
V0296,2023Q1,3.974632,17,-0.005330
V0296,2023Q2,3.955907,18,-0.004711
V0296,2023Q3,3.993185,19,0.009423
V0296,2023Q4,4.089302,19,0.024070
V0296,2024Q1,4.172562,20,0.020360
V0296,2024Q2,4.212769,20,0.009636
V0296,2024Q3,4.376244,21,0.038804
V0296,2024Q4,4.541419,21,0.037744
V0296,2025Q1,4.867424,22,0.071785
V0296,2025Q2,5.019904,27,0.031327
V0296,2025Q3,5.478663,33,0.091388
V0296,2025Q4,6.673303,40,0.218053
V0297,2023Q1,2.192798,21,0.209557
V0297,2023Q2,2.600814,25,0.186071
V0297,2023Q3,3.085976,29,0.186542
V0297,2023Q4,3.646552,34,0.181653
V0297,2024Q1,4.240943,40,0.163001
V0297,2024Q2,5.009295,46,0.181175
V0297,2024Q3,5.697036,54,0.137293
V0297,2024Q4,6.702273,54,0.176449
V0297,2025Q1,7.245954,54,0.081119
V0297,2025Q2,7.017291,53,-0.031557
V0297,2025Q3,6.881601,53,-0.019337
V0297,2025Q4,6.707744,52,-0.025264
V0298,2023Q1,3.397791,15,0.043271
V0298,2023Q2,3.494933,15,0.028590
V0298,2023Q3,3.559208,16,0.018391
V0298,2023Q4,3.749452,16,0.053451
V0298,2024Q1,3.991563,16,0.064572
V0298,2024Q2,4.159701,15,0.042123
V0298,2024Q3,4.033022,14,-0.030454
V0298,2024Q4,3.579835,9,-0.112369
V0298,2025Q1,2.414099,6,-0.325640
V0298,2025Q2,1.575792,4,-0.347254
V0298,2025Q3,1.004313,3,-0.362662
V0298,2025Q4,0.652418,2,-0.350384
V0299,2023Q1,8.601329,33,0.026455
V0299,2023Q2,8.960986,34,0.041814
V0299,2023Q3,9.519573,36,0.062335
V0299,2023Q4,10.070155,38,0.057837
V0299,2024Q1,10.063939,40,-0.000617
V0299,2024Q2,10.308532,42,0.024304
V0299,2024Q3,10.617677,44,0.029989
V0299,2024Q4,11.240185,46,0.058629
V0299,2025Q1,11.815139,55,0.051152
V0299,2025Q2,13.095195,65,0.108340
V0299,2025Q3,15.499572,77,0.183608
V0299,2025Q4,18.456931,92,0.190803
V0300,2023Q1,5.990695,35,0.046761
V0300,2023Q2,6.217276,36,0.037822
V0300,2023Q3,6.499445,38,0.045385
V0300,2023Q4,6.516286,39,0.002591
V0300,2024Q1,6.603997,40,0.013460
V0300,2024Q2,6.869953,42,0.040272
V0300,2024Q3,7.216915,42,0.050504
V0300,2024Q4,7.077960,38,-0.019254
V0300,2025Q1,6.273456,35,-0.113663
V0300,2025Q2,5.333594,26,-0.149816
V0300,2025Q3,3.994244,19,-0.251116
V0300,2025Q4,3.016953,14,-0.244675
V0301,2023Q1,2.723084,19,-0.006899
V0301,2023Q2,2.652978,19,-0.025745
V0301,2023Q3,2.687544,20,0.013029
V0301,2023Q4,2.678682,20,-0.003297
V0301,2024Q1,2.621972,18,-0.021171
V0301,2024Q2,2.317942,16,-0.115955
V0301,2024Q3,2.009658,14,-0.132999
V0301,2024Q4,1.832255,13,-0.088275
V0301,2025Q1,1.651992,11,-0.098383
V0301,2025Q2,1.436637,10,-0.130361
V0301,2025Q3,1.260670,9,-0.122485
V0301,2025Q4,1.112405,8,-0.117608
V0302,2023Q1,14.149383,71,0.096139
V0302,2023Q2,15.151866,78,0.070850
V0302,2023Q3,16.297550,85,0.075613
V0302,2023Q4,17.809015,93,0.092742
V0302,2024Q1,19.673208,102,0.104677
V0302,2024Q2,21.639096,111,0.099927
V0302,2024Q3,23.364195,122,0.079721
V0302,2024Q4,24.441802,133,0.046122
V0302,2025Q1,26.843948,146,0.098280
V0302,2025Q2,28.791022,159,0.072533
V0302,2025Q3,30.894095,174,0.073046
V0302,2025Q4,33.448099,190,0.082670
V0303,2023Q1,1.760521,8,0.012192
V0303,2023Q2,1.794162,8,0.019109
V0303,2023Q3,1.910675,9,0.064940
V0303,2023Q4,2.095081,9,0.096514
V0303,2024Q1,2.215947,9,0.057690
V0303,2024Q2,2.339240,10,0.055639
V0303,2024Q3,2.354636,10,0.006582
V0303,2024Q4,2.405080,12,0.021423
V0303,2025Q1,2.649738,15,0.101726
V0303,2025Q2,3.221573,18,0.215808
V0303,2025Q3,4.035338,22,0.252598
V0303,2025Q4,5.052512,26,0.252067
V0304,2023Q1,5.080426,15,0.023122
V0304,2023Q2,5.109624,15,0.005747
V0304,2023Q3,4.964651,15,-0.028373
V0304,2023Q4,4.856754,15,-0.021733
V0304,2024Q1,4.797686,14,-0.012162
V0304,2024Q2,4.423195,13,-0.078057
V0304,2024Q3,4.107524,11,-0.071367
V0304,2024Q4,3.772808,10,-0.081488
V0304,2025Q1,3.553817,9,-0.058045
V0304,2025Q2,3.074455,8,-0.134887
V0304,2025Q3,2.640738,8,-0.141071
V0304,2025Q4,2.425035,7,-0.081683
V0305,2023Q1,44.978131,213,0.045321
V0305,2023Q2,45.522752,224,0.012109
V0305,2023Q3,46.582694,236,0.023284
V0305,2023Q4,48.194923,248,0.034610
V0305,2024Q1,49.378910,261,0.024567
V0305,2024Q2,52.623292,323,0.065704
V0305,2024Q3,60.014544,399,0.140456
V0305,2024Q4,74.604558,493,0.243108
V0305,2025Q1,93.786912,610,0.257120
V0305,2025Q2,116.782335,754,0.245188
V0305,2025Q3,145.453780,932,0.245512
V0305,2025Q4,178.996137,1152,0.230605
V0306,2023Q1,16.816531,90,0.060076
V0306,2023Q2,17.994088,94,0.070024
V0306,2023Q3,18.386598,98,0.021813
V0306,2023Q4,18.594341,102,0.011299
V0306,2024Q1,19.023880,106,0.023101
V0306,2024Q2,19.307053,129,0.014885
V0306,2024Q3,20.723674,157,0.073373
V0306,2024Q4,24.888650,192,0.200977
V0306,2025Q1,30.034103,234,0.206739
V0306,2025Q2,37.088538,286,0.234881
V0306,2025Q3,44.234123,348,0.192663
V0306,2025Q4,54.272730,425,0.226943
V0307,2023Q1,1.324566,7,-0.035136
V0307,2023Q2,1.333224,7,0.006536
V0307,2023Q3,1.326067,7,-0.005368
V0307,2023Q4,1.316789,7,-0.006996
V0307,2024Q1,1.350198,7,0.025371
V0307,2024Q2,1.362321,7,0.008979
V0307,2024Q3,1.365838,7,0.002581
V0307,2024Q4,1.338130,6,-0.020286
V0307,2025Q1,1.268032,6,-0.052385
V0307,2025Q2,1.178126,5,-0.070902
V0307,2025Q3,0.968314,4,-0.178089
V0307,2025Q4,0.768527,3,-0.206325
V0308,2023Q1,2.447386,15,0.057798
V0308,2023Q2,2.624278,15,0.072278
V0308,2023Q3,2.839993,16,0.082200
V0308,2023Q4,3.043101,17,0.071517
V0308,2024Q1,3.199067,18,0.051252
V0308,2024Q2,3.322419,19,0.038559
V0308,2024Q3,3.408640,20,0.025951
V0308,2024Q4,3.522035,25,0.033267
V0308,2025Q1,3.940263,31,0.118746
V0308,2025Q2,4.861857,38,0.233892
V0308,2025Q3,5.957424,48,0.225339
V0308,2025Q4,7.229367,60,0.213505
V0309,2023Q1,5.555449,21,0.063726
V0309,2023Q2,5.965300,22,0.073775
V0309,2023Q3,6.310773,23,0.057914
V0309,2023Q4,6.579263,24,0.042545
V0309,2024Q1,6.850360,25,0.041205
V0309,2024Q2,7.005714,30,0.022678
V0309,2024Q3,7.814250,37,0.115411
V0309,2024Q4,9.880036,46,0.264361
V0309,2025Q1,12.531665,56,0.268382
V0309,2025Q2,15.721473,69,0.254540
V0309,2025Q3,19.612702,86,0.247510
V0309,2025Q4,24.515761,105,0.249994
V0310,2023Q1,58.639108,316,0.126757
V0310,2023Q2,65.267850,356,0.113043
V0310,2023Q3,71.512286,401,0.095674
V0310,2023Q4,79.949333,452,0.117980
V0310,2024Q1,91.552955,510,0.145137
V0310,2024Q2,102.063533,575,0.114803
V0310,2024Q3,116.416946,648,0.140632
V0310,2024Q4,133.557863,648,0.147237
V0310,2025Q1,146.651143,636,0.098035
V0310,2025Q2,149.407022,625,0.018792
V0310,2025Q3,147.476321,614,-0.012922
V0310,2025Q4,149.948816,603,0.016765
V0311,2023Q1,30.449193,176,0.056649
V0311,2023Q2,31.891077,183,0.047354
V0311,2023Q3,32.873707,190,0.030812
V0311,2023Q4,33.308531,197,0.013227
V0311,2024Q1,34.276978,204,0.029075
V0311,2024Q2,36.318428,212,0.059557
V0311,2024Q3,38.454116,250,0.058805
V0311,2024Q4,41.872400,296,0.088893
V0311,2025Q1,48.877243,349,0.167290
V0311,2025Q2,56.351777,412,0.152925
V0311,2025Q3,65.375208,487,0.160127
V0311,2025Q4,74.407807,575,0.138166
V0312,2023Q1,12.383631,54,0.101329
V0312,2023Q2,13.485182,58,0.088952
V0312,2023Q3,14.575621,63,0.080862
V0312,2023Q4,15.565062,68,0.067883
V0312,2024Q1,16.929804,73,0.087680
V0312,2024Q2,18.554110,79,0.095944
V0312,2024Q3,20.704029,86,0.115873
V0312,2024Q4,22.430258,92,0.083376
V0312,2025Q1,23.748686,100,0.058779
V0312,2025Q2,25.092869,108,0.056600
V0312,2025Q3,26.171719,116,0.042994
V0312,2025Q4,27.736729,126,0.059798
V0313,2023Q1,3.823324,12,0.083431
V0313,2023Q2,4.219886,13,0.103722
V0313,2023Q3,4.675953,14,0.108076
V0313,2023Q4,5.065546,15,0.083319
V0313,2024Q1,5.492127,17,0.084212
V0313,2024Q2,5.987686,17,0.090231
V0313,2024Q3,6.404533,16,0.069617
V0313,2024Q4,6.361472,16,-0.006723
V0313,2025Q1,6.150325,16,-0.033192
V0313,2025Q2,6.065627,16,-0.013771
V0313,2025Q3,5.881320,16,-0.030385
V0313,2025Q4,5.724464,16,-0.026670
V0314,2023Q1,4.174526,25,0.089611
V0314,2023Q2,4.469252,26,0.070601
V0314,2023Q3,4.798947,28,0.073770
V0314,2023Q4,5.124354,30,0.067808
V0314,2024Q1,5.422286,33,0.058140
V0314,2024Q2,5.866145,35,0.081858
V0314,2024Q3,6.258476,37,0.066881
V0314,2024Q4,6.747766,40,0.078180
V0314,2025Q1,7.287704,43,0.080017
V0314,2025Q2,7.566124,46,0.038204
V0314,2025Q3,7.727438,49,0.021321
V0314,2025Q4,7.594616,53,-0.017188
V0315,2023Q1,7.012513,35,0.160765
V0315,2023Q2,8.129083,41,0.159225
V0315,2023Q3,9.366755,48,0.152252
V0315,2023Q4,10.870908,57,0.160584
V0315,2024Q1,12.662303,57,0.164788
V0315,2024Q2,13.865078,57,0.094989
V0315,2024Q3,14.198801,58,0.024069
V0315,2024Q4,14.698348,58,0.035182
V0315,2025Q1,14.881364,59,0.012451
V0315,2025Q2,15.663838,59,0.052581
V0315,2025Q3,16.889744,60,0.078263
V0315,2025Q4,18.020452,60,0.066946
V0316,2023Q1,5.403325,24,0.021548
V0316,2023Q2,5.646097,24,0.044930
